Td	ID	  	Tj	Df	Dd	Db
4023	2510	398	75	3550	3625
4025	2619	475	147	3403	3550
4026	2624	476	148	3402	3550
4028	2631	483	149	3396	3545
4038	2909	652	216	3170	3386
4045	2524	413	90	3542	3632
4052	2956	678	234	3140	3374
4053	2959	682	233	3138	3371
4057	2450	361	62	3634	3696
4060	2454	361	63	3636	3699
4062	2988	692	240	3130	3370
4064	2690	528	167	3369	3536
4065	2692	528	167	3370	3537
4066	2459	362	64	3640	3704
4066	2464	363	64	3639	3703
4067	2696	532	167	3368	3535
4070	2996	702	241	3127	3368
4080	2351	267	46	3767	3813
4081	2394	316	54	3711	3765
4085	2754	550	183	3352	3535
4085	2755	550	184	3351	3535
4089	2557	446	124	3519	3643
4098	2416	328	59	3711	3770
4098	2791	591	188	3319	3507
4099	2497	389	66	3644	3710
4100	2500	389	66	3645	3711
4102	2806	594	191	3317	3508
4104	2584	460	139	3505	3644
4105	2813	601	194	3310	3504
4108	2820	608	194	3306	3500
4109	2824	608	195	3306	3501
4109	2236	168	34	3907	3941
4111	2836	612	199	3300	3499
4113	2852	619	201	3293	3494
4115	2621	475	148	3492	3640
4121	2885	644	210	3267	3477
4123	2890	646	211	3266	3477
4124	2657	493	155	3476	3631
4124	2896	651	213	3260	3473
4125	2901	651	215	3259	3474
4129	2918	659	218	3252	3470
4131	2517	412	88	3631	3719
4132	2929	661	222	3249	3471
4133	2371	303	50	3780	3830
4134	2434	354	60	3720	3780
4134	2439	354	61	3719	3780
4135	2665	512	157	3466	3623
4137	2941	672	228	3237	3465
4140	2960	682	233	3225	3458
4141	2335	260	46	3835	3881
4144	2448	361	62	3721	3783
4147	2336	262	46	3839	3885
4152	2533	428	104	3620	3724
4153	2703	533	169	3451	3620
4159	2724	541	176	3442	3618
4167	2771	558	185	3424	3609
4180	2802	593	191	3396	3587
4183	2818	601	196	3386	3582
4183	2588	465	140	3578	3718
4185	2829	609	196	3380	3576
4186	2599	471	143	3572	3715
4191	2633	483	150	3558	3708
4193	2644	491	151	3551	3702
4194	2875	643	209	3342	3551
4194	2883	644	210	3340	3550
4196	2653	493	155	3548	3703
4198	2431	352	59	3787	3846
4204	2940	672	226	3306	3532
4205	2380	306	51	3848	3899
4205	2945	677	230	3298	3528
4209	2977	685	235	3289	3524
4210	2452	361	62	3787	3849
4211	2982	690	238	3283	3521
4218	2704	533	170	3515	3685
4220	2712	534	171	3515	3686
4221	2540	429	107	3685	3792
4229	2750	550	183	3496	3679
4229	2751	550	183	3496	3679
4230	2773	558	186	3486	3672
4232	2481	377	66	3789	3855
4232	2403	320	57	3855	3912
4239	2572	450	129	3660	3789
4239	2495	387	66	3786	3852
4256	2513	412	87	3757	3844
4257	2660	500	158	3599	3757
4258	2920	659	219	3380	3599
4258	2922	659	219	3380	3599
4266	2453	361	63	3842	3905
4269	2339	262	46	3961	4007
4271	2532	428	104	3739	3843
4275	2719	538	174	3563	3737
4278	2734	543	179	3556	3735
4279	2392	316	54	3909	3963
4280	2742	549	181	3550	3731
4280	2743	549	182	3549	3731
4282	2760	553	184	3545	3729
4284	2561	447	125	3712	3837
4285	2409	324	59	3902	3961
4286	2568	450	127	3709	3836
4291	2798	593	190	3508	3698
4291	2799	593	190	3508	3698
4292	2800	593	190	3509	3699
4293	2583	460	138	3695	3833
4294	2817	601	195	3498	3693
4297	2845	616	200	3481	3681
4297	2851	619	201	3477	3678
4299	2617	475	147	3677	3824
4301	2634	483	150	3668	3818
4306	2662	500	159	3647	3806
4307	2926	661	221	3425	3646
4307	2930	661	223	3423	3646
4309	2677	513	160	3636	3796
4311	2961	682	233	3396	3629
4311	2969	684	234	3393	3627
4313	2526	424	99	3790	3889
4316	2691	528	167	3621	3788
4317	2700	533	168	3616	3784
4320	2716	538	174	3608	3782
4321	2723	541	176	3604	3780
4323	2730	543	177	3603	3780
4323	2731	543	177	3603	3780
4326	2780	572	186	3568	3754
4327	2407	324	58	3945	4003
4328	2787	579	188	3561	3749
4329	2790	579	189	3561	3750
4330	2569	450	129	3751	3880
4334	2591	465	140	3729	3869
4334	2592	465	142	3727	3869
4336	2610	474	146	3716	3862
4338	2859	632	204	3502	3706
4339	2868	640	206	3493	3699
4343	2919	659	219	3465	3684
4345	2950	677	231	3437	3668
4345	2958	678	235	3432	3667
4347	2987	692	239	3416	3655
4349	2683	527	165	3657	3822
4354	2737	548	180	3626	3806
4356	2775	558	186	3612	3798
4357	2562	447	126	3784	3910
4357	2786	579	188	3590	3778
4358	2789	579	189	3590	3779
4359	2414	328	59	3972	4031
4360	2808	594	191	3575	3766
4361	2576	459	136	3766	3902
4362	2831	609	197	3556	3753
4363	2612	474	147	3742	3889
4363	2856	632	203	3528	3731
4364	2858	632	204	3528	3732
4365	2872	640	206	3519	3725
4366	2898	651	215	3500	3715
4367	2903	652	215	3500	3715
4368	2935	669	225	3474	3699
4369	2938	672	226	3471	3697
4370	2972	684	235	3451	3686
4370	2974	685	235	3450	3685
4371	2990	692	240	3439	3679
4373	2699	532	168	3673	3841
4373	2999	702	241	3430	3671
4374	2706	533	170	3671	3841
4375	2711	534	171	3670	3841
4377	2746	549	182	3646	3828
4379	2571	450	129	3800	3929
4380	2814	601	195	3584	3779
4382	2888	644	211	3527	3738
4383	2912	655	218	3510	3728
4385	2992	692	240	3453	3693
4386	2707	534	170	3682	3852
4387	2722	541	175	3671	3846
4388	2747	549	182	3657	3839
4389	2774	558	186	3645	3831
4390	2793	591	189	3610	3799
4391	2857	632	204	3555	3759
4391	2648	491	154	3746	3900
4392	2906	652	216	3524	3740
4393	2985	690	238	3465	3703
4393	2695	532	167	3694	3861
4394	2536	428	105	3861	3966
4395	2496	387	66	3942	4008
4396	2949	677	231	3488	3719
4397	2725	541	177	3679	3856
4397	2726	541	177	3679	3856
4398	2842	616	199	3583	3782

Battle Result: Earth Army Wins!
Battle went on for 4398 timesteps!

Earth Army Stats: 
Total units (ES, ET, EG): 646, 149, 153
% of destructed units relative to total: (ES, ET, EG) 100%, 71.1409%, 56.8627% 
% of total destructed units relative to total: 88.5021%
% of total successfully healed units relative to total: 4.53586%
% of total infected Earth Soldiers relative to total: 17.6471% 
Average Df, Dd, Db: 67.8927, 1568.5, 1636.4
Df/Db %: 4.14892%
Dd/Db %: 95.8511%

Alien Army Stats: 
Total units (AS, AM, AD): 690, 200, 110
% of destructed units relative to total: (AS, AM, AD) 100%, 100%, 100%  
% of total destructed units relative to total: 100%
Average Df, Dd, Db: 73.522, 1839.58, 1913.1
Df/Db %: 3.84308%
Dd/Db %: 96.1569%
